,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,changes made in fail file,Smash Bond 9. inner_radius,Smash Bond 9. inner_radius (min),Smash Bond 9. inner_radius (max),Smash Bond 9. inner_radius (avg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPNO,Unit,FO 1. Defect,FO 2. N_Defect,FO 3. Total Area,FO 4. Areas,FO 4. Areas (min),FO 4. Areas (max),FO 4. Areas (avg),FO 5. Total Area (um),FO 6. Areas (um),FO 6. Areas (um) (min),FO 6. Areas (um) (max),FO 6. Areas (um) (avg),FO 7. Angle (deg),FO 7. Angle (deg) (min),FO 7. Angle (deg) (max),FO 7. Angle (deg) (avg),FO 8. Offset X,FO 9. Offset Y,FO 10. Offset Theta,2DM 1. Defect,2DM 2. N_Defect,2DM 3. Row,2DM 4. Column,2DM 5. Angle,2DM 6. Width,2DM 7. Height,2DM 8. Offset X,2DM 9. Offset Y,2DM 10. Offset Theta,2DM 11. Inspection Time,Smash Bond 1. Defect,Smash Bond 2. N_Defect,Smash Bond 3. Total Area,Smash Bond 4. Areas,Smash Bond 4. Areas (min),Smash Bond 4. Areas (max),Smash Bond 4. Areas (avg),Smash Bond 5. Total Area (um),Smash Bond 6. Areas (um),Smash Bond 6. Areas (um) (min),Smash Bond 6. Areas (um) (max),Smash Bond 6. Areas (um) (avg),Smash Bond 7. Angle (deg),Smash Bond 7. Angle (deg) (min),Smash Bond 7. Angle (deg) (max),Smash Bond 7. Angle (deg) (avg),Smash Bond 8. circularity,Smash Bond 8. circularity (min),Smash Bond 8. circularity (max),Smash Bond 8. circularity (avg),Smash Bond 9. inner_radius (um),Smash Bond 9. inner_radius (um) (min),Smash Bond 9. inner_radius (um) (max),Smash Bond 9. inner_radius (um) (avg),Smash Bond 10. Inspection Time,Bond Offset 1. Defect,Bond Offset 2. N_Defect,Bond Offset 3. Total Area,Bond Offset 4. Areas,Bond Offset 4. Areas (min),Bond Offset 4. Areas (max),Bond Offset 4. Areas (avg),Bond Offset 5. Total Area (um),Bond Offset 6. Areas (um),Bond Offset 6. Areas (um) (min),Bond Offset 6. Areas (um) (max),Bond Offset 6. Areas (um) (avg),Bond Offset 7. Angle (deg),Bond Offset 7. Angle (deg) (min),Bond Offset 7. Angle (deg) (max),Bond Offset 7. Angle (deg) (avg),Bond Offset 8. Inspection Time,NSOL 1. Defect,NSOL 2. N_Defect,NSOL 3. Total Area,NSOL 4. Areas,NSOL 4. Areas (min),NSOL 4. Areas (max),NSOL 4. Areas (avg),NSOL 5. Total Area (um),NSOL 6. Areas (um),NSOL 6. Areas (um) (min),NSOL 6. Areas (um) (max),NSOL 6. Areas (um) (avg),NSOL 7. Angle (deg),NSOL 7. Angle (deg) (min),NSOL 7. Angle (deg) (max),NSOL 7. Angle (deg) (avg),NSOL 8. Inspection Time,FM Lead 1. Defect,FM Lead 2. N_Defect,FM Lead 3. Total Area,FM Lead 4. Areas,FM Lead 4. Areas (min),FM Lead 4. Areas (max),FM Lead 4. Areas (avg),FM Lead 5. Total Area (um),FM Lead 6. Areas (um),FM Lead 6. Areas (um) (min),FM Lead 6. Areas (um) (max),FM Lead 6. Areas (um) (avg),FM Lead 7. Angle (deg),FM Lead 7. Angle (deg) (min),FM Lead 7. Angle (deg) (max),FM Lead 7. Angle (deg) (avg),FM Lead 8. Offset X,FM Lead 9. Offset Y,FM Lead 10. Offset Theta,FM Lead 11. Inspection Time,Smash Bond 9. inner_radius,Smash Bond 9. inner_radius (min),Smash Bond 9. inner_radius (max),Smash Bond 9. inner_radius (avg)
HRH14441021,HE_4_7_L1,1,1,6834202,6834202,6834202,6834202,6834202,17.49555712,17.49555712,17.49555712,17.49555712,17.4956,0.285696617,0.285696617,0.285696617,0.2857,3.077414755,-2.307663671,16.36921038,1,0,567.6032791,2326.45004,0.303625449,1.843436625,0.100688768,3.722320063,-0.908165247,17.39645678,12.85659999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.819807903434319, 0.738876743549142, 0.742464447343732, 0.706812091074438, 0.795009064509329, 0.761518101542714, 0.878502025695576, 0.75770083957725]",0.706812091,0.878502026,0.7751,"[26.4, 23.2, 21.6, 22.4, 24.8, 21.6, 26.4, 21.6]",21.6,26.4,23.5,3.956600005,1,16,3870,"[236, 257, 196, 282, 245, 262, 246, 252, 220, 289, 225, 269, 197, 237, 168, 289]",168,289,241.875,9907.2,"[604.16, 657.92, 501.76, 721.92, 627.2, 670.72, 629.76, 645.12, 563.2, 739.84, 576, 688.64, 504.32, 606.72, 430.08, 739.84]",430.08,739.84,619.2,"[-69.9533417294618, 73.0868266345198, 80.5493072630885, 61.9736460051895, -82.526335587295, 77.048315897577, -79.748161184698, -88.6184293010772, -76.5220678200708, 0, -88.8392866256864, -78.7372641594166, -86.7867423208383, -88.3602610531539, 85.9996007401193, 46.3411282696157]",-88.83928663,85.99960074,-19.6933,2.59080001,1,9,11640,"[1352, 1296, 1289, 1279, 1334, 1279, 1250, 1249, 1312]",1249,1352,1293.3333,0.0297984,"[0.00346112, 0.00331776, 0.00329984, 0.00327424, 0.00341504, 0.00327424, 0.0032, 0.00319744, 0.00335872]",0.00319744,0.00346112,0.0033,"[51.9586272497178, 60.1027810946721, -84.8187110677397, 89.7807861183561, 68.0163735520479, 85.328333715257, 64.5715466756127, 71.3927035671645, 41.1181790802153]",-84.81871107,89.78078612,49.7167,2.913000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.365500001,,,,
HRH14441021,HE_3_7_L1,1,1,6833490,6833490,6833490,6833490,6833490,17.4937344,17.4937344,17.4937344,17.4937344,17.4937,0.296220019,0.296220019,0.296220019,0.2962,3.092160945,-2.28155819,16.97215692,1,0,551.2622953,2335.31757,0.313240896,1.84638654,0.103052576,3.736508112,-0.882019672,17.94738134,38.53010001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.825935613425272, 0.779599498414777, 0.792621479222138, 0.829799190479968, 0.794959511242479, 0.884312637449603, 0.845729379100816, 0.842900513107626, 0.819536224738485]",0.779599498,0.884312637,0.8239,"[24, 24, 24.8, 25.6, 24, 28, 23.2, 24.8, 26.4]",23.2,28,24.9778,2.843399998,1,16,3462,"[173, 232, 164, 279, 195, 238, 216, 246, 176, 262, 210, 238, 165, 217, 125, 326]",125,326,216.375,8862.72,"[442.88, 593.92, 419.84, 714.24, 499.2, 609.28, 552.96, 629.76, 450.56, 670.72, 537.6, 609.28, 422.4, 555.52, 320, 834.56]",320,834.56,553.92,"[89.9553412175215, -83.4821709101258, 88.6378898102635, 65.0989256096945, 81.0845049961593, -90, 87.0812845005785, 80.8806831402997, 89.2436499516187, 86.337968574389, 87.3624235697553, 81.7113812233803, -79.0101023231859, 78.4236383316313, -86.5550342582024, -6.38446692020885]",-90,89.95534122,35.6491,2.65319999,1,9,11607,"[1323, 1284, 1290, 1289, 1320, 1275, 1260, 1262, 1304]",1260,1323,1289.6667,0.02971392,"[0.00338688, 0.00328704, 0.0033024, 0.00329984, 0.0033792, 0.003264, 0.0032256, 0.00323072, 0.00333824]",0.0032256,0.00338688,0.0033,"[74.8171231897136, 81.4327937278833, 80.8373877138394, 80.28301477953, 85.9698889947779, 77.691711601835, 81.9568837329349, 85.4592547233287, 87.8362795600708]",74.81712319,87.83627956,81.8094,1.354800013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.073999989,,,,
HRH14441021,HE_4_8_L1,1,1,6838500,6838500,6838500,6838500,6838500,17.50656,17.50656,17.50656,17.50656,17.5066,0.324301731,0.324301731,0.324301731,0.3243,3.056878399,-2.290114989,18.58112045,1,0,558.9453512,2315.579836,0.331804092,1.843633979,0.101196201,3.704927737,-0.894312562,19.01097408,19.1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.774289210390628, 0.701809484002001, 0.850380848842214, 0.763224249486374, 0.703204180993727, 0.75478070516878, 0.91597317149514, 0.727977652352331, 0.743224992552188]",0.701809484,0.915973171,0.7705,"[23.2, 22.4, 27.2, 23.2, 21.6, 22.4, 27.2, 22.4, 23.2]",21.6,27.2,23.6444,2.318300001,1,16,3772,"[218, 260, 198, 283, 223, 255, 183, 258, 222, 281, 221, 263, 201, 238, 176, 292]",176,292,235.75,9656.32,"[558.08, 665.6, 506.88, 724.48, 570.88, 652.8, 468.48, 660.48, 568.32, 719.36, 565.76, 673.28, 514.56, 609.28, 450.56, 747.52]",450.56,747.52,603.52,"[85.9560888218717, 81.4350522883581, 82.2190075695107, -59.7976518430991, 86.5605091625692, -90, 78.9114821294102, -82.9264006540357, 87.7618627753058, -60.5547650851661, -88.372998532058, -85.0715151817907, -83.2936026138461, -90, 86.4759669714522, -41.5859234315]",-90,87.76186278,-5.7677,1.975399995,1,9,11606,"[1380, 1297, 1308, 1232, 1285, 1291, 1276, 1234, 1303]",1232,1380,1289.5556,0.02971136,"[0.0035328, 0.00332032, 0.00334848, 0.00315392, 0.0032896, 0.00330496, 0.00326656, 0.00315904, 0.00333568]",0.00315392,0.0035328,0.0033,"[48.2964800319397, 57.7337255236032, 69.3350790360871, 62.4661773443521, 50.3230905298785, 84.8514466136295, 77.3511829433412, 87.2220148340935, 51.8356156823239]",48.29648003,87.22201483,65.4905,1.565900006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226599998,,,,
HRH14441021,HE_2_7_L1,1,1,6843268,6843268,6843268,6843268,6843268,17.51876608,17.51876608,17.51876608,17.51876608,17.5188,0.209098172,0.209098172,0.209098172,0.2091,3.070159472,-2.316365633,11.98044275,1,0,573.6176622,2323.587423,0.215205315,1.848288173,0.102627211,3.717739877,-0.917788259,12.33035629,10.9911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.673147288660979, 0.734763968869393, 0.803231421713095, 0.900519638534869, 0.844853165782119, 0.795322144352325, 0.823340826556785, 0.874237579058125, 0.780255968864049]",0.673147289,0.900519639,0.8033,"[24.8, 22.4, 23.2, 27.2, 27.2, 21.6, 23.2, 28, 28]",21.6,28,25.0667,2.446500002,1,16,3816,"[222, 252, 188, 272, 217, 265, 252, 255, 204, 270, 197, 266, 205, 268, 165, 318]",165,318,238.5,9768.96,"[568.32, 645.12, 481.28, 696.32, 555.52, 678.4, 645.12, 652.8, 522.24, 691.2, 504.32, 680.96, 524.8, 686.08, 422.4, 814.08]",422.4,814.08,610.56,"[-66.3737923444097, -85.4638452549365, 77.6852444739377, 72.3726242528053, -77.4432760769155, -85.4897251482746, 88.4321394185294, -90, -88.0350232752564, 85.2916913274923, 80.0669139071442, 88.7734345547182, -78.0772051640761, 80.260969295607, -79.9590509942222, -3.53783037587072]",-90,88.77343455,-5.0935,2.187800012,1,9,11790,"[1382, 1306, 1311, 1296, 1327, 1254, 1299, 1288, 1327]",1254,1382,1310,0.0301824,"[0.00353792, 0.00334336, 0.00335616, 0.00331776, 0.00339712, 0.00321024, 0.00332544, 0.00329728, 0.00339712]",0.00321024,0.00353792,0.0034,"[50.7500778582655, 16.3228103349262, 51.8591482389762, 50.5950988880549, 33.1943424126046, 67.2136697623644, 75.8379555845374, 76.0500401762926, 62.6284443514089]",16.32281033,76.05004018,53.828,3.173200006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583799989,,,,
HRH14441021,HE_1_8_L1,1,1,6835466,6835466,6835466,6835466,6835466,17.49879296,17.49879296,17.49879296,17.49879296,17.4988,0.093632347,0.093632347,0.093632347,0.0936,3.067365867,-2.264516452,5.364738296,1,0,542.9078699,2325.712972,0.225938918,1.840753385,0.101398198,3.721140756,-0.868652592,12.94534644,40.4213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.795348450429928, 0.820318917672429, 0.757117896784772, 0.88759285256673, 0.90178167590107, 0.83832238160922, 0.880566952696627, 0.798633460854343, 0.802725832252625]",0.757117897,0.901781676,0.8314,"[29.6, 26.4, 24, 28.8, 28.8, 28.8, 28, 23.2, 28.8]",23.2,29.6,27.3778,4.482900011,1,16,3474,"[183, 224, 168, 268, 212, 248, 219, 235, 196, 258, 185, 241, 172, 222, 142, 301]",142,301,217.125,8893.44,"[468.48, 573.44, 430.08, 686.08, 542.72, 634.88, 560.64, 601.6, 501.76, 660.48, 473.6, 616.96, 440.32, 568.32, 363.52, 770.56]",363.52,770.56,555.84,"[81.3560856235969, 86.7372049927958, 85.6083756780027, 63.6463724000874, 82.80704277081, 88.7657505324226, 85.4237562206871, 86.3723364354546, 82.9051513243102, -82.9264006540357, 84.0689377741185, 78.4025673574428, -83.4265917526883, 89.266606610308, 83.7424098339973, -13.0646969522152]",-83.42659175,89.26660661,56.2303,1.981299996,1,9,12168,"[1406, 1340, 1345, 1343, 1380, 1292, 1310, 1327, 1425]",1292,1425,1352,0.03115008,"[0.00359936, 0.0034304, 0.0034432, 0.00343808, 0.0035328, 0.00330752, 0.0033536, 0.00339712, 0.003648]",0.00330752,0.003648,0.0035,"[71.6517248162698, 59.8244298499652, 62.3218844927029, 73.2982190974666, 76.0796021180786, 70.6248703663953, 73.4883475663698, 71.2305572995772, 69.9806060747664]",59.82442985,76.07960212,69.8334,1.937399997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.196600002,,,,
HRH14441021,HE_1_7_L1,1,1,6852884,6852884,6852884,6852884,6852884,17.54338304,17.54338304,17.54338304,17.54338304,17.5434,0.281355701,0.281355701,0.281355701,0.2814,3.088155692,-2.288234362,16.12049418,1,0,555.116477,2335.828375,0.255128449,1.846368108,0.101724413,3.7373254,-0.888186363,14.61778334,14.40870001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.78652044582619, 0.889159410309511, 0.853903391748773, 0.823842617660908, 0.866247451863263, 0.846960119359238, 0.832334152645081, 0.81399265318781, 0.796416715329437]",0.786520446,0.88915941,0.8344,"[28, 28.8, 28, 28, 27.2, 28, 24.8, 27.2, 28]",24.8,28.8,27.5556,2.176599999,1,16,3260,"[169, 221, 149, 248, 181, 230, 177, 219, 157, 242, 200, 239, 171, 204, 143, 310]",143,310,203.75,8345.6,"[432.64, 565.76, 381.44, 634.88, 463.36, 588.8, 453.12, 560.64, 401.92, 619.52, 512, 611.84, 437.76, 522.24, 366.08, 793.6]",366.08,793.6,521.6,"[82.8111458856773, -90, 84.1473839753605, -82.4202816795285, 89.8436156440978, -88.1328013997927, 81.0486337297746, 87.9043990526977, -89.8414982172958, 84.1050832681191, -87.7259623867503, -88.1543070067744, -81.4062262534955, -90, 87.1489404013654, 14.9098773650489]",-90,89.84361564,-5.3601,1.304099991,1,9,11829,"[1374, 1332, 1324, 1298, 1306, 1292, 1309, 1286, 1308]",1286,1374,1314.3333,0.03028224,"[0.00351744, 0.00340992, 0.00338944, 0.00332288, 0.00334336, 0.00330752, 0.00335104, 0.00329216, 0.00334848]",0.00329216,0.00351744,0.0034,"[65.8566971981263, 76.9097934065429, 73.894905418038, 65.5028748086104, 82.7219642984632, 74.4006457131907, 84.3835948123226, 81.476298238085, 73.1115772640127]",65.50287481,84.38359481,75.362,2.227299992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6798,,,,
HRH14441021,HE_2_8_L1,1,1,6841739,6841739,6841739,6841739,6841739,17.51485184,17.51485184,17.51485184,17.51485184,17.5149,0.307553846,0.307553846,0.307553846,0.3076,3.050464667,-2.296096251,17.62153735,1,0,561.4982294,2310.39367,0.313085365,1.844812315,0.102302239,3.696629873,-0.898397167,17.93847003,9.324400002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.842470389072407, 0.744687109305977, 0.838661898280535, 0.870919759810831, 0.824520021364999, 0.863859620445281, 0.69804254798678, 0.868957270030469, 0.729448066277296]",0.698042548,0.87091976,0.8091,"[23.2, 26.4, 28, 28, 27.2, 26.4, 22.4, 24.8, 27.2]",22.4,28,25.9556,2.809700003,1,16,3730,"[233, 239, 204, 266, 233, 261, 195, 241, 218, 255, 244, 245, 190, 226, 163, 317]",163,317,233.125,9548.8,"[596.48, 611.84, 522.24, 680.96, 596.48, 668.16, 499.2, 616.96, 558.08, 652.8, 624.64, 627.2, 486.4, 578.56, 417.28, 811.52]",417.28,811.52,596.8,"[-77.4065178640137, -83.1019953946543, -81.7221008924934, 74.8243463564177, -82.3352466052033, -78.6157273172064, 80.8925283531235, -88.4069185633131, -78.8822111748172, -72.3689937904332, -86.1649366574144, -80.9357682648096, -75.9791249270081, -86.922805189725, -89.2553934601086, 11.0573120062516]",-89.25539346,80.89252835,-55.9577,7.857400007,1,9,11686,"[1356, 1330, 1321, 1295, 1324, 1265, 1271, 1261, 1263]",1261,1356,1298.4444,0.02991616,"[0.00347136, 0.0034048, 0.00338176, 0.0033152, 0.00338944, 0.0032384, 0.00325376, 0.00322816, 0.00323328]",0.00322816,0.00347136,0.0033,"[25.1620495619494, 63.415798135381, 77.126803953609, 62.4912403275004, 63.8892519341264, 82.6877450009923, 70.679773340123, 78.0552871311011, 69.9462761638822]",25.16204956,82.687745,65.9394,6.582099988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.878899995,,,,
HRH14441021,HE_1_10_L1,1,1,6831302,6831302,6831302,6831302,6831302,17.48813312,17.48813312,17.48813312,17.48813312,17.4881,0.187277413,0.187277413,0.187277413,0.1873,3.082981255,-2.260407033,10.73020539,1,0,537.6252373,2331.154362,0.171517966,1.84579087,0.102956942,3.72984698,-0.86020038,9.827255536,36.7707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.832348918472069, 0.825295837870616, 0.773153396165285, 0.815798876643236, 0.774705143084478, 0.852351572022023, 0.83510381640951, 0.791658981339461, 0.793090564773207]",0.773153396,0.852351572,0.8104,"[28, 26.4, 26.4, 27.2, 24, 26.4, 27.2, 25.6, 27.2]",24,28,26.4889,5.071699998,1,16,3450,"[187, 234, 144, 279, 210, 238, 209, 249, 177, 253, 224, 233, 155, 217, 132, 309]",132,309,215.625,8832,"[478.72, 599.04, 368.64, 714.24, 537.6, 609.28, 535.04, 637.44, 453.12, 647.68, 573.44, 596.48, 396.8, 555.52, 337.92, 791.04]",337.92,791.04,552,"[85.010527952608, 84.7071519057832, 85.0758348955692, -64.0106298023358, 76.1232481412609, -90, 79.8616204592842, -81.0090032922931, 75.9346867339309, -85.5280333063037, 72.9147871918586, -83.9757855415335, 88.950195426893, 89.1035245174186, 88.4554647711638, -8.01761503105566]",-90,89.10352452,25.8497,1.297800001,1,9,12051,"[1411, 1377, 1354, 1334, 1319, 1293, 1318, 1312, 1333]",1293,1411,1339,0.03085056,"[0.00361216, 0.00352512, 0.00346624, 0.00341504, 0.00337664, 0.00331008, 0.00337408, 0.00335872, 0.00341248]",0.00331008,0.00361216,0.0034,"[71.1978148745724, 75.7487072035195, -87.9882503966377, 76.4193289271469, 83.0857290080841, 77.6548172895615, 84.3594050048336, 76.8123500626987, 81.6907567055818]",-87.9882504,84.359405,59.8867,1.740299995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.091100003,,,,
HRH14441021,HE_2_9_L1,1,1,6834433,6834433,6834433,6834433,6834433,17.49614848,17.49614848,17.49614848,17.49614848,17.4961,0.114570331,0.114570331,0.114570331,0.1146,3.083802702,-2.316473123,6.564396397,1,0,574.198954,2333.896842,0.109377677,1.848070123,0.102838757,3.734234947,-0.918718326,6.266879242,13.1543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.82540021652482, 0.701695199848944, 0.794994990306278, 0.698386716431767, 0.681549086555811, 0.719261894191896, 0.769070010484531]",0.681549087,0.825400217,0.7415,"[25.6, 21.6, 23.2, 20, 20.8, 23.2, 21.6]",20,25.6,22.2857,1.52450001,1,16,4133,"[268, 259, 227, 290, 234, 296, 245, 272, 270, 306, 211, 284, 208, 269, 179, 315]",179,315,258.3125,10580.48,"[686.08, 663.04, 581.12, 742.4, 599.04, 757.76, 627.2, 696.32, 691.2, 783.36, 540.16, 727.04, 532.48, 688.64, 458.24, 806.4]",458.24,806.4,661.28,"[58.0961408352096, 82.4548777297717, 66.1405804829742, 43.5277738707071, -84.9549868594265, -24.8864502835693, 88.0618794355746, -90, -77.7421813633185, 0, 68.5210941833409, 58.0369389995214, -87.8521035558258, 84.0793675534691, -84.3210411918604, 23.4425670450055]",-90,88.06187944,7.6628,1.475800003,1,9,11681,"[1338, 1316, 1321, 1315, 1309, 1254, 1290, 1230, 1308]",1230,1338,1297.8889,0.02990336,"[0.00342528, 0.00336896, 0.00338176, 0.0033664, 0.00335104, 0.00321024, 0.0033024, 0.0031488, 0.00334848]",0.0031488,0.00342528,0.0033,"[27.6114778891699, 44.3875766744601, 25.0832352902666, 56.8251463003707, 26.5386218196817, 54.7985981529051, 37.5952686239152, 57.7706754170539, 28.3497070955457]",25.08323529,57.77067542,39.8845,1.960699999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.913599994,,,,
HRH14441021,HE_4_9_L1,1,1,6830310,6830310,6830310,6830310,6830310,17.4855936,17.4855936,17.4855936,17.4855936,17.4856,0.299958427,0.299958427,0.299958427,0.3,3.082123277,-2.306977853,17.18635189,1,0,568.7009834,2329.233692,0.307138217,1.847490239,0.102085005,3.726773908,-0.909921573,17.59772353,12.5851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.771566110092737, 0.695120987787154, 0.653534836601201, 0.75026863361241, 0.772070426038529, 0.605876327208658, 0.777263472402426, 0.637227549412152]",0.605876327,0.777263472,0.7079,"[21.6, 21.6, 20.8, 22.4, 22.4, 21.6, 22.4, 20]",20,22.4,21.6,1.542500002,1,16,3787,"[222, 255, 167, 296, 231, 251, 250, 252, 196, 253, 229, 255, 205, 238, 149, 338]",149,338,236.6875,9694.72,"[568.32, 652.8, 427.52, 757.76, 591.36, 642.56, 640, 645.12, 501.76, 647.68, 586.24, 652.8, 524.8, 609.28, 381.44, 865.28]",381.44,865.28,605.92,"[-77.4955480987013, 74.5181217339633, -87.5647860042943, -10.4322913479206, -85.1365400678928, -87.2857934195014, -88.7576213813876, 83.8216490781211, 78.1253881437685, -89.72270787479, 71.7500412772743, -90, 88.8083790904204, -90, 84.840577196093, 3.01134138311808]",-90,88.80837909,-13.845,1.126800009,1,9,11247,"[1331, 1278, 1244, 1266, 1264, 1209, 1228, 1180, 1247]",1180,1331,1249.6667,0.02879232,"[0.00340736, 0.00327168, 0.00318464, 0.00324096, 0.00323584, 0.00309504, 0.00314368, 0.0030208, 0.00319232]",0.0030208,0.00340736,0.0032,"[52.8360583780535, 79.9392764873004, 70.6030484163373, 38.8320530235901, 68.9931995743194, 69.6272593724268, 58.1521680893198, 72.15062130674, 57.9175350747148]",38.83205302,79.93927649,63.2279,1.172199991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.323300006,,,,
HRH14441021,HE_2_10_L1,1,1,6831599,6831599,6831599,6831599,6831599,17.48889344,17.48889344,17.48889344,17.48889344,17.4889,0.285009709,0.285009709,0.285009709,0.285,3.067700585,-2.290820567,16.32985342,1,0,555.0189147,2320.85172,0.247356145,1.84860287,0.103040268,3.713362753,-0.888030263,14.17246314,26.31630001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.771038592598933, 0.790834626868038, 0.811185369556394, 0.72875898918951, 0.710920873244596, 0.76759880368587, 0.775690308276371, 0.7562550502043, 0.668002106405928]",0.668002106,0.81118537,0.7534,"[24, 26.4, 24.8, 24, 23.2, 23.2, 23.2, 23.2, 21.6]",21.6,26.4,23.7333,2.876300001,1,16,3799,"[225, 255, 179, 285, 237, 262, 233, 247, 206, 272, 204, 272, 174, 251, 169, 328]",169,328,237.4375,9725.44,"[576, 652.8, 458.24, 729.6, 606.72, 670.72, 596.48, 632.32, 527.36, 696.32, 522.24, 696.32, 445.44, 642.56, 432.64, 839.68]",432.64,839.68,607.84,"[-87.5925180884139, -90, 81.9206289967905, -71.8703930899856, 88.141463046997, -77.048315897577, 69.8943261205172, -80.7520240954076, 76.6132522944019, -90, 79.5856475692599, 74.2662283157175, -78.4944304355649, 82.511994259244, 84.7079276131793, 16.8299116393324]",-90,88.14146305,4.9196,1.532200011,1,9,11612,"[1354, 1314, 1299, 1293, 1278, 1247, 1268, 1271, 1288]",1247,1354,1290.2222,0.02972672,"[0.00346624, 0.00336384, 0.00332544, 0.00331008, 0.00327168, 0.00319232, 0.00324608, 0.00325376, 0.00329728]",0.00319232,0.00346624,0.0033,"[55.3869347966959, 58.9790340567775, 60.2088638170506, 67.8076715431706, 40.3234662573426, 74.0970059496255, 83.4782361510898, 68.6603163273998, 54.4858905964915]",40.32346626,83.47823615,62.603,2.751599997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276900002,,,,
HRH14441021,HE_3_9_L1,1,1,6831867,6831867,6831867,6831867,6831867,17.48957952,17.48957952,17.48957952,17.48957952,17.4896,0.16895184,0.16895184,0.16895184,0.169,3.099650199,-2.272078571,9.680227347,1,0,547.1211768,2342.403355,0.151459236,1.842303694,0.100682302,3.747845369,-0.875393883,8.67797502,23.93729999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.666431989972476, 0.715592877306798, 0.904226978027901, 0.789865557554021, 0.780541035622798, 0.860404660481614, 0.761514046758187, 0.774001880291436, 0.782763289085687]",0.66643199,0.904226978,0.7817,"[23.2, 24, 27.2, 24.8, 23.2, 26.4, 23.2, 23.2, 24]",23.2,27.2,24.3556,1.950000005,1,16,3769,"[203, 277, 160, 280, 218, 272, 209, 270, 206, 282, 208, 254, 201, 233, 150, 346]",150,346,235.5625,9648.64,"[519.68, 709.12, 409.6, 716.8, 558.08, 696.32, 535.04, 691.2, 527.36, 721.92, 532.48, 650.24, 514.56, 596.48, 384, 885.76]",384,885.76,603.04,"[85.0726249849356, -54.9293070056879, 87.0407859373123, -68.1295591962117, -86.8275696841001, -72.0807072030745, 75.3751964610923, -81.1692461649843, -86.912896660925, -55.8615983549456, -87.7398470400296, -75.4758062984496, -80.352218092121, -89.1084764318286, -84.4719943059177, -5.357002700709]",-89.10847643,87.04078594,-42.558,2.953200004,1,9,11900,"[1366, 1377, 1312, 1333, 1330, 1277, 1295, 1264, 1346]",1264,1377,1322.2222,0.030464,"[0.00349696, 0.00352512, 0.00335872, 0.00341248, 0.0034048, 0.00326912, 0.0033152, 0.00323584, 0.00344576]",0.00323584,0.00352512,0.0034,"[51.874938426016, 74.5477665061031, 81.8818305098334, 64.1284356509055, 74.0777990846136, 78.2236335249042, 80.5557568522934, 86.5880522461544, 78.128685794783]",51.87493843,86.58805225,74.4452,4.256500004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.926400004,,,,
