;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
Unit;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);1. Defect;2. N_Defect;3. Row 1;4. Column 1;5. Angle 1;6. Width 1;7. Height 1;8. *Row 2;9. *Column 2;10. Angle 2;11. Width 2;12. Height 2;13. Center X;14. Center Y;15. Orientation;16. *Row Difference;17. *Column Difference;18. Distance;19. *Angle Difference;20. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *circularity;9. *inner_radius (um);10. *width (um);11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *contlength;9. *inner_radius;10. *bulkiness;11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *inner_radius (um);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time;1. Defect_Name;1. Defect;2. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. *Cumulative Area (um)(FM);7. circularity (FM);8. Inspection Time;1. Defect_Name;1. Defect;2. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. Diameter ALL (um)(FM);7. *Cumulative Area (um)(FM);8. circularity (FM);9. Inspection Time
HE_2_6_L;"1";1;2983125;2983125;7636800;7636800;-1.46824910123182;"1";0;1258.75348160555;1886.86367813655;0.313873581051899;4029.24605782774;1986.61341856368;1389.83491204861;1890.42447306528;0.200033596326361;5084.12661625918;3435.03816938075;1324.29419682708;1888.64407560092;-1.54363825078787;-209.730288708898;-5.69727188596771;209.807656935729;0.113839984725538;222.186799976043;"1";0;0;0;0;0;0;[0.603986628109046, 0.576906415479312, 0.586786992657572, 0.591313676567729, 0.61826677786997, 0.611963839487403, 0.58949580405462, 0.612512853049637, 0.565870943437036];[28.8, 26.4, 26.4, 26.4, 25.6, 24.8, 24.8, 24.8, 24];[64, 62.4, 60.8, 62.4, 65.6, 65.6, 64, 62.4, 62.4];4.03690000530332;"1";0;0;0;0;0;0;0;0;0;8.96649999776855;"1";1;35968;35968;92078.08;92078.08;-5.06383121893728;5.6;2886.11307829182;-2218.6387455516;-290.136157011694;11.019200028386;"FM";"1";0;0;0;0;0;72.9781999834813;"FM";"1";0;0;0;0;0;0;67.6647999789566
HE_4_5_L;"1";1;2993867;2993867;7664299.52;7664299.52;-1.44565558469261;"1";0;1258.75954827783;1901.82972129632;0.330635050226858;4029.72031979629;1987.56558693456;1391.11184022869;1906.4997272235;0.276531207763749;5082.68939036804;3435.46479138013;1324.93569425326;1904.16472425991;-1.53552629677986;-211.76366712137;-7.47200948348691;211.895449782226;0.0541038424631097;203.696200012928;"1";0;0;0;0;0;0;[0.670069884109414, 0.629680839090252, 0.628052916612443, 0.647527923548654, 0.669876783788561, 0.621180976367944, 0.656107018987397, 0.652334611398179, 0.624725593263758];[31.2, 31.2, 28.8, 30.4, 30.4, 28, 31.2, 28, 29.6];[67.2, 65.6, 64, 67.2, 67.2, 65.6, 65.6, 65.6, 62.4];5.30700001399964;"1";0;0;0;0;0;0;0;0;0;3.03390002227388;"1";1;32848;32848;84090.88;84090.88;-4.84809258290252;5.6;2875.82528007794;-2148.35377496347;-277.775243688993;7.00810001580976;"FM";"1";0;0;0;0;0;32.6252999948338;"FM";"1";0;0;0;0;0;0;30.2985000016633
HE_4_6_L;"1";1;2991216;2991216;7657512.96;7657512.96;-1.46945864434614;"1";0;1266.45395273468;1887.59521355696;0.302830015882304;4029.41690818731;1986.78192141317;1397.65505177685;1892.95022399769;0.235378170894006;5084.58994464376;3434.49668527517;1332.05450225577;1890.27271877732;-1.53000368227202;-209.921758467477;-8.56801670515852;210.096538734786;0.0674518449882983;177.959499997087;"1";0;0;0;0;0;0;[0.64748359589832, 0.6200276849133, 0.619574597290615, 0.643814838750258, 0.661710442685804, 0.63183478761524, 0.627190449697436, 0.692255614003323, 0.613639042296405];[26.4, 26.4, 27.2, 29.6, 30.4, 26.4, 27.2, 31.2, 26.4];[65.6, 64, 64, 64, 64, 64, 65.6, 64, 62.4];4.54379999428056;"1";0;0;0;0;0;0;0;0;0;3.21429999894463;"1";1;32358;32358;82836.48;82836.48;-4.86187157293883;5.6;2854.00155757463;-2146.40197787255;-278.564721664026;8.63100000424311;"FM";"1";0;0;0;0;0;45.9275000030175;"FM";"1";0;0;0;0;0;0;42.0218000072055
HE_3_5_L;"1";1;2993074;2993074;7662269.44;7662269.44;-1.35205884041118;"1";0;1246.97923451292;1914.48803910258;0.429749042297356;4029.68426736189;1987.51323611811;1380.07629062968;1917.5379145463;0.292998331585272;5079.73867438634;3435.19388269211;1313.5277625713;1916.01297682444;-1.54788566378688;-212.955289786818;-4.87980070995;213.011191966893;0.136750710712083;158.782000013161;"1";0;0;0;0;0;0;[0.608662072841596, 0.593782889597229, 0.638186193083956, 0.626818543955066, 0.654910770103054, 0.601120625860287, 0.625899492834902, 0.610594522750323, 0.593814754525081];[27.2, 28, 29.6, 28.8, 30.4, 27.2, 30.4, 30.4, 28.8];[64, 64, 62.4, 64, 64, 62.4, 64, 65.6, 64];3.88030000613071;"1";0;0;0;0;0;0;0;0;0;3.96970001747832;"1";1;32945;32945;84339.2;84339.2;-4.77767809321666;5.6;2901.1166003946;-2131.2472545151;-273.740790613425;5.47970001935028;"FM";"1";0;0;0;0;0;53.4341000020504;"FM";"1";0;0;0;0;0;0;62.6812999835238
HE_3_6_L;"1";1;2991721;2991721;7658805.76;7658805.76;-1.36670593013391;"1";0;1255.61566610252;1903.05504304226;0.416351410392808;4029.13818625548;1986.89200748213;1386.22776687944;1907.34156137291;0.322384582726323;5082.33071624844;3432.0436369253;1320.92171649098;1905.19830220759;-1.53798940964289;-208.979361243077;-6.85842932903615;209.091873295989;0.0939668276664852;176.6097000218;"1";0;0;0;0;0;0;[0.672527884785831, 0.631926322539612, 0.638261879872593, 0.678802106084637, 0.670033109422001, 0.632231935365654, 0.666663186367129, 0.635667293147058, 0.576044152346677];[30.4, 30.4, 30.4, 30.4, 26.4, 27.2, 30.4, 30.4, 26.4];[68.8, 62.4, 64, 64, 64, 62.4, 64, 64, 64];4.79810000979342;"1";0;0;0;0;0;0;0;0;0;7.13660000474192;"1";1;32367;32367;82859.52;82859.52;-5.29203807456623;5.6;2866.46418883431;-2141.18528130503;-303.211446695183;15.2945999871008;"FM";"1";0;0;0;0;0;22.8322000184562;"FM";"1";0;0;0;0;0;0;49.2501999833621
HE_5_5_L;"1";1;2994107;2994107;7664913.92;7664913.92;-1.42147715078451;"1";0;1244.60295333029;1905.76096789633;0.360229113427376;4029.73536814845;1987.49518740046;1377.35476692519;1909.158418094;0.254083550727136;5080.67132457679;3435.17062773334;1310.97886012774;1907.45969299516;-1.54520941654638;-212.402901751849;-5.43592031627559;212.472449748881;0.10614556270024;112.418300006539;"1";0;0;0;0;0;0;[0.609061147267506, 0.603102415559161, 0.604748618102587, 0.632672870522081, 0.652464408740851, 0.627486387116143, 0.625188804114227, 0.593828327648347, 0.579609854726911];[28, 27.2, 27.2, 26.4, 30.4, 27.2, 28, 27.2, 27.2];[65.6, 64, 64, 64, 65.6, 64, 68.8, 67.2, 65.6];4.99700001091696;"1";0;0;0;0;0;0;0;0;0;5.19190001068637;"1";1;32122;32122;82232.32;82232.32;-4.73816936661769;5.6;2877.78355021481;-2106.77462175456;-271.477107325368;18.044500000542;"FM";"1";0;0;0;0;0;42.2832999902312;"FM";"1";0;0;0;0;0;0;29.0368999994826
HE_5_6_L;"1";1;2992444;2992444;7660656.64;7660656.64;-1.47115316095456;"1";0;1251.66763100727;1895.57637090941;0.310604040453808;4029.28673748156;1986.76426643325;1382.69774681302;1897.81460291934;0.199912049383705;5079.91150694359;3432.84453064146;1317.18268891015;1896.69548691437;-1.55371617436129;-209.648185289199;-3.58117121588657;209.678769507864;0.110691991070103;135.778800002299;"1";0;0;0;0;0;0;[0.629490244741736, 0.586112822127157, 0.602293240541283, 0.569539971369284, 0.630461497291057, 0.60599494483502, 0.583858268938382, 0.620932240368277, 0.628907805239527];[26.4, 26.4, 26.4, 26.4, 26.4, 26.4, 26.4, 26.4, 27.2];[64, 64, 65.6, 64, 65.6, 64, 64, 64, 64];4.14070000988431;"1";0;0;0;0;0;0;0;0;0;2.11709999712184;"1";1;31551;31551;80770.56;80770.56;-5.25587799039438;5.6;2840.75413140629;-2116.58554087034;-301.139626485299;8.89100000495091;"FM";"1";0;0;0;0;0;62.2300000104588;"FM";"1";0;0;0;0;0;0;40.3363000077661
HE_6_5_L;"1";1;2994332;2994332;7665489.92;7665489.92;-1.43086521900133;"1";0;1256.93054639645;1893.76344144568;0.349441955429092;4029.69024088281;1987.48883622402;1389.44917025423;1897.19388800696;0.290608302804766;5082.28436304703;3435.81477151302;1323.18985832534;1895.47866472632;-1.5449155825788;-212.029798172453;-5.48871449804865;212.10082814523;0.0588336526243254;172.071100008907;"1";0;0;0;0;0;0;[0.588250780485854, 0.63022923818805, 0.591731494697316, 0.598548000228506, 0.641773313718978, 0.612153215156833, 0.596097771796969, 0.650504794030255, 0.605907195766534];[27.2, 27.2, 27.2, 27.2, 27.2, 27.2, 27.2, 27.2, 27.2];[64, 65.6, 65.6, 67.2, 65.6, 64, 64, 67.2, 65.6];5.03759999992326;"1";0;0;0;0;0;0;0;0;0;5.04980000550859;"1";1;32181;32181;82383.36;82383.36;-4.86517311598604;5.6;2855.58922345483;-2129.90716261148;-278.753886146512;27.1403999940958;"FM";"1";0;0;0;0;0;47.9802000045311;"FM";"1";1;0;0;7.15541752799933;40.96;0.929955273758065;38.0320000112988
HE_6_6_L;"1";1;2991495;2991495;7658227.2;7658227.2;-1.55256332254856;"1";0;1261.52191964492;1881.1255857412;0.21912628452109;4029.65532648805;1986.86772199834;1394.30757251321;1885.69622835236;0.161064301824104;5084.37943799845;3434.43028518856;1327.91474607907;1883.41090704678;-1.53638870318732;-212.457044589266;-7.31302817785872;212.58286896346;0.0580619826969859;214.093800022965;"1";0;0;0;0;0;0;[0.616671490838711, 0.595102507976784, 0.626775384286804, 0.629513690753945, 0.619536591369211, 0.602587119700726, 0.621597865507134, 0.632222642100918, 0.587948235829573];[25.6, 26.4, 25.6, 26.4, 25.6, 25.6, 25.6, 26.4, 25.6];[64, 64, 67.2, 64, 65.6, 64, 67.2, 68.8, 65.6];4.63280000258237;"1";0;0;0;0;0;0;0;0;0;1.95659999735653;"1";1;31990;31990;81894.4;81894.4;-5.06420634062523;5.6;2835.94603313535;-2132.38417005314;-290.157649901216;10.0010000169277;"FM";"1";0;0;0;0;0;63.716700009536;"FM";"1";0;0;0;0;0;0;65.1522999978624
HE_8_5_L;"1";1;2994956;2994956;7667087.36;7667087.36;-1.43134918491053;"1";0;1260.39277502564;1896.98413257795;0.343873595150036;4029.46929707365;1987.39046257757;1394.54217558001;1901.84276511301;0.292895723687437;5081.02938040311;3434.93154872868;1327.46747530282;1899.41344884548;-1.5345940795204;-214.639040886995;-7.77381205609636;214.779770990596;0.0509778714625988;204.527499998221;"1";0;0;0;0;0;0;[0.630234615404854, 0.637465530571513, 0.596850739215973, 0.646493381638078, 0.635638776314968, 0.631400177525187, 0.625410537312659, 0.606504286025819, 0.620952700138496];[27.2, 28, 27.2, 27.2, 28, 27.2, 28, 28, 27.2];[64, 64, 65.6, 65.6, 64, 65.6, 67.2, 65.6, 65.6];3.85419998201542;"1";0;0;0;0;0;0;0;0;0;4.32439998257905;"1";1;32165;32165;82342.4;82342.4;-4.87672212017848;4.8;2858.91566609669;-2135.75048655371;-279.415595344318;18.3741000073496;"FM";"1";0;0;0;0;0;54.888500017114;"FM";"1";0;0;0;0;0;0;45.4784000176005
HE_8_6_L;"1";1;2992663;2992663;7661217.28;7661217.28;-1.74141075108189;"1";0;1269.8281613531;1886.7434289342;0.0361569851175157;4030.12123819384;1987.38219469692;1400.8451894744;1889.64424560037;-0.0936802254369307;5085.17728932976;3433.12998660894;1335.33667541375;1888.19383726728;-1.54865918293778;-209.62724499408;-4.6413066658748;209.6786197288;0.129837210554446;235.133600013796;"1";0;0;0;0;0;0;[0.620224709269721, 0.651281263439474, 0.601331434755618, 0.643393504455005, 0.659329772866623, 0.684714075304083, 0.672516492670302, 0.6583781692072, 0.658843378377097];[26.4, 26.4, 25.6, 26.4, 26.4, 25.6, 26.4, 26.4, 26.4];[65.6, 65.6, 62.4, 64, 65.6, 65.6, 65.6, 65.6, 65.6];6.82519999099895;"1";0;0;0;0;0;0;0;0;0;1.11529999412596;"1";1;31196;31196;79861.76;79861.76;-4.55626389867051;5.6;2855.07993332479;-2108.34696755994;-261.054691741642;14.6213000116404;"FM";"1";0;0;0;0;0;24.5670000149403;"FM";"1";0;0;0;0;0;0;49.0195000020321
HE_7_6_L;"1";1;2992767;2992767;7661483.52;7661483.52;-1.59387566784709;"1";0;1252.5884458905;1900.39303237985;0.18396046899505;4029.26659308699;1987.00649185012;1382.93186789575;1904.47493592599;0.113421700082243;5081.21123695121;3431.49819597941;1317.76015689312;1902.43398415292;-1.53949002947839;-208.549475208399;-6.53104567383634;208.651714987661;0.0705387689128071;192.437400022754;"1";0;0;0;0;0;0;[0.650571280237218, 0.620792996647479, 0.647822242507248, 0.617062501843751, 0.619008019199289, 0.604124560928063, 0.630266589007567, 0.630181348017541, 0.591917816731615];[26.4, 26.4, 26.4, 25.6, 26.4, 26.4, 26.4, 26.4, 26.4];[62.4, 64, 68.8, 64, 62.4, 62.4, 64, 65.6, 64];17.4129000224639;"1";0;0;0;0;0;0;0;0;0;7.88040002225898;"1";1;31799;31799;81405.44;81405.44;-5.08349261865001;5.6;2870.74813673386;-2118.05010220447;-291.262672234552;4.99270000727847;"FM";"1";0;0;0;0;0;35.4675000126008;"FM";"1";0;0;0;0;0;0;52.2694000101183
HE_7_5_L;"1";1;2994147;2994147;7665016.32;7665016.32;-1.36602097262316;"1";0;1244.17430312223;1911.22171186859;0.416646361288004;4029.54383125037;1987.33804766191;1376.34032512656;1914.00854531768;0.327734398805657;5081.91773446676;3433.24502097331;1310.2573141244;1912.61512859314;-1.54971359693768;-211.465635206921;-4.45893351854538;211.512640193416;0.0889119624823477;161.351500020828;"1";0;0;0;0;0;0;[0.627587419040588, 0.656624343616509, 0.634205518098601, 0.638453077283756, 0.642025157038954, 0.676849315866683, 0.631889821399258, 0.671761456632297, 0.653945144818142];[30.4, 30.4, 31.2, 30.4, 30.4, 30.4, 30.4, 30.4, 30.4];[64, 64, 65.6, 62.4, 64, 64, 64, 67.2, 65.6];4.09450000734068;"1";0;0;0;0;0;0;0;0;0;5.25309998192824;"1";1;32273;32273;82618.88;82618.88;-4.84764964641777;5.6;2886.63549096768;-2112.74955535587;-277.749865297824;12.7742000040598;"FM";"1";0;0;0;0;0;49.0095999848563;"FM";"1";0;0;0;0;0;0;65.5120000010356
HE_9_5_L;"1";1;2993810;2993810;7664153.6;7664153.6;-1.36156089359774;"1";0;1242.29719714566;1909.45931578134;0.419026841846137;4029.48683639482;1987.36995912621;1377.98665572028;1914.41742170517;0.334930371072587;5078.31350140377;3433.70967933216;1310.14192643297;1911.93836874325;-1.53427247969899;-217.103133719392;-7.93296947812996;217.248021108412;0.0840964707735495;212.02710000216;"1";0;0;0;0;0;0;[0.637652467008352, 0.672601226579079, 0.619711171983351, 0.653569943628798, 0.679391709784093, 0.646848141807732, 0.653201031793158, 0.662710316137642, 0.632829655949321];[30.4, 30.4, 27.2, 30.4, 30.4, 28.8, 30.4, 31.2, 26.4];[64, 64, 65.6, 64, 64, 64, 64, 68.8, 64];2.43500000215136;"1";0;0;0;0;0;0;0;0;0;2.34409997938201;"1";1;32653;32653;83591.68;83591.68;-4.76921680828992;5.6;2893.680531651;-2115.21254402352;-273.255994697866;9.76169999921694;"FM";"1";0;0;0;0;0;29.7905000043102;"FM";"1";0;0;0;0;0;0;30.4716000100598
HE_10_6_L;"1";1;2992689;2992689;7661283.84;7661283.84;-1.55526942147233;"1";0;1265.39934193347;1891.19652897752;0.223921565014427;4029.69347846691;1987.13050306802;1398.46718739252;1895.48417009336;0.149460670506694;5082.81962724044;3434.84241694814;1331.93326466299;1893.34034953544;-1.5385860044416;-212.908552734481;-6.86022578534466;213.019047329851;0.0744608945077327;138.349499989999;"1";0;0;0;0;0;0;[0.654170088629582, 0.646801328635973, 0.661948642632071, 0.614772633071536, 0.654928693555349, 0.670156725498679, 0.661151200955149, 0.655282287407491, 0.638929005935224];[27.2, 26.4, 26.4, 25.6, 26.4, 26.4, 26.4, 26.4, 26.4];[65.6, 65.6, 67.2, 64, 65.6, 64, 64, 62.4, 64];5.31659999978729;"1";0;0;0;0;0;0;0;0;0;2.44119999115355;"1";1;31777;31777;81349.12;81349.12;-5.17014184401149;5.6;2860.94460773515;-2130.73908801964;-296.227307145843;8.7587000161875;"FM";"1";0;0;0;0;0;64.6605000074487;"FM";"1";0;0;0;0;0;0;44.8514000163414
HE_10_5_L;"1";1;2995579;2995579;7668682.24;7668682.24;-1.47648853389542;"1";0;1258.63438613447;1901.69236677087;0.294645116801026;4029.706605891;1987.68933943618;1393.17548683051;1905.35630452466;0.277823162509119;5080.46815657903;3434.35326667384;1325.90493648249;1903.52433564777;-1.54357020497902;-215.265761113665;-5.86230040606097;215.345569896147;0.0168219542919077;191.420499992091;"1";0;0;0;0;0;0;[0.6644573181999, 0.669425654861052, 0.643756507255639, 0.649398498948588, 0.683976658656422, 0.657289299073291, 0.715652712201895, 0.653616182680527, 0.63405774898638];[28.8, 31.2, 31.2, 28.8, 31.2, 30.4, 31.2, 30.4, 29.6];[65.6, 65.6, 65.6, 65.6, 65.6, 65.6, 64, 65.6, 62.4];3.86240001535043;"1";0;0;0;0;0;0;0;0;0;4.52519999817014;"1";1;31985;31985;81881.6;81881.6;-4.75742727408058;5.6;2865.64672190089;-2125.73548851024;-272.580504145245;23.501000017859;"FM";"1";0;0;0;0;0;54.9586999986786;"FM";"1";0;0;0;0;0;0;43.9093000022694
HE_11_5_L;"1";1;2992261;2992261;7660188.16;7660188.16;-1.44206737593117;"1";0;1250.93544473696;1905.92992258019;0.345602598962508;4028.59050594043;1987.81296699891;1383.88355018672;1908.61348407778;0.254176665284659;5080.78467715999;3433.8718156034;1317.40949746184;1907.27170332898;-1.55061403748559;-212.71696871962;-4.29369839614592;212.760298522024;0.0914259336778493;209.858400019584;"1";0;0;0;0;0;0;[0.614306702536429, 0.629267453992479, 0.621385698709011, 0.625339870985411, 0.665457722646099, 0.580159537357559, 0.633433071283306, 0.65149942980598, 0.628564770978835];[29.6, 28.8, 28.8, 28.8, 29.6, 28.8, 29.6, 28.8, 29.6];[62.4, 59.2, 62.4, 60.8, 60.8, 60.8, 62.4, 59.2, 60.8];5.01249998342246;"1";0;0;0;0;0;0;0;0;0;2.94609999400564;"1";1;32545;32545;83315.2;83315.2;-4.56180488324996;5.6;2900.04422184667;-2117.73827008757;-261.372166772392;14.7649999998976;"FM";"1";0;0;0;0;0;27.5050000054762;"FM";"1";0;0;0;0;0;0;32.3648999910802
HE_12_5_L;"1";1;2993188;2993188;7662561.28;7662561.28;-1.321669577774;"1";0;1261.47525681423;1897.09803138876;0.457106009618816;4028.83147242459;1987.71620983937;1395.72038942296;1900.81548569644;0.440627839955583;5085.01025009453;3434.68678942215;1328.59782311859;1898.9567585426;-1.54311186282471;-214.79221217397;-5.94792689228852;214.874550016757;0.0164781696632326;212.268499977654;"1";0;0;0;0;0;0;[0.603102072424968, 0.598651590706604, 0.592938705836965, 0.604149466872357, 0.584644661116139, 0.635308143611928, 0.633802617438802, 0.632549284038736, 0.61041696370701];[28.8, 27.2, 30.4, 28.8, 28.8, 28.8, 28.8, 29.6, 28.8];[60.8, 60.8, 62.4, 60.8, 60.8, 60.8, 60.8, 62.4, 60.8];2.89679999696091;"1";0;0;0;0;0;0;0;0;0;6.45350001286715;"1";1;32438;32438;83041.28;83041.28;-4.61327634420326;5.6;2891.58941981627;-2131.6985757445;-264.321264250389;12.2470000060275;"FM";"1";0;0;0;0;0;33.028000005288;"FM";"1";0;0;0;0;0;0;41.5893000026699
HE_11_6_L;"1";1;2990526;2990526;7655746.56;7655746.56;-1.41114901521254;"1";0;1255.21143607659;1896.18279457509;0.385053089211195;4028.3425785341;1987.47700164901;1387.91557661947;1900.75024394723;0.213753973349734;5080.51687254937;3431.44666636072;1321.56350634803;1898.46651926116;-1.53639161965836;-212.326624868602;-7.30791899541109;212.452350676888;0.171299115861461;170.831700001145;"1";0;0;0;0;0;0;[0.670442977578134, 0.662614850741452, 0.595265707857451, 0.639863152639058, 0.638451107089709, 0.635438757196125, 0.644555067820602, 0.647277968024556, 0.626778758271972];[28.8, 30.4, 28.8, 28.8, 27.2, 28.8, 28.8, 28.8, 26.4];[60.8, 64, 59.2, 62.4, 60.8, 60.8, 59.2, 60.8, 60.8];3.84879999910481;"1";0;0;0;0;0;0;0;0;0;2.1071000082884;"1";1;32264;32264;82595.84;82595.84;-4.79210967349322;5.6;2893.93067195636;-2116.70185965782;-274.567659254977;19.5428000006359;"FM";"1";0;0;0;0;0;45.6139000016265;"FM";"1";0;0;0;0;0;0;28.9181999978609
HE_12_6_L;"1";1;2991041;2991041;7657064.96;7657064.96;-1.46197005628342;"1";0;1272.59121546854;1885.18664386042;0.319779518159707;4028.56387065218;1987.40028521964;1403.60996788401;1888.6036067403;0.202343648557149;5086.62171301135;3432.87396715218;1338.10059167627;1886.89512530036;-1.54472228445676;-209.630003864756;-5.46714060781014;209.701283130941;0.117435869602557;263.113599998178;"1";0;0;0;0;0;0;[0.587419399628021, 0.582177130949699, 0.612075510886423, 0.601924700259153, 0.639313539633414, 0.611493203862981, 0.581248244846985, 0.609315889311991, 0.612947269774325];[26.4, 27.2, 28.8, 28, 28, 27.2, 27.2, 27.2, 26.4];[60.8, 60.8, 62.4, 60.8, 62.4, 60.8, 62.4, 62.4, 60.8];18.3543000021018;"1";0;0;0;0;0;0;0;0;0;1.32710000616498;"1";1;32317;32317;82731.52;82731.52;-4.65095726129344;5.6;2868.62736021289;-2146.21159142247;-266.480221767838;5.55359999998473;"FM";"1";0;0;0;0;0;33.4867999772541;"FM";"1";0;0;0;0;0;0;57.3967999953311
HE_13_5_L;"1";1;2993616;2993616;7663656.96;7663656.96;-1.29123575715019;"1";0;1250.68037259678;1896.76016298159;0.489855533108489;4029.35739686733;1987.50281297751;1385.86467642596;1899.81049094473;0.380390936034257;5079.89209509808;3431.21821741371;1318.27252451137;1898.28532696316;-1.54823593812871;-216.294886126681;-4.88052474103242;216.34994172937;0.109464597074231;174.832199991215;"1";0;0;0;0;0;0;[0.633866465190228, 0.614428437368886, 0.619364653300962, 0.634271452429467, 0.617680320338397, 0.601463843718767, 0.628834517033272, 0.625988942733183, 0.619689256536556];[30.4, 29.6, 30.4, 30.4, 30.4, 29.6, 29.6, 30.4, 29.6];[65.6, 60.8, 62.4, 62.4, 62.4, 60.8, 60.8, 62.4, 64];3.46440001158044;"1";0;0;0;0;0;0;0;0;0;2.4418999964837;"1";1;32389;32389;82915.84;82915.84;-4.47744184577646;5.6;2883.86195313224;-2114.40071629257;-256.538520778256;11.732499988284;"FM";"1";0;0;0;0;0;66.8563000217546;"FM";"1";0;0;0;0;0;0;48.2141000102274
HE_14_6_L;"1";1;2993546;2993546;7663477.76;7663477.76;-1.4164245726538;"1";0;1269.92732416841;1875.8206706895;0.365979266141456;4029.60211264651;1987.42027861096;1403.27407168178;1880.28090751463;0.240705447049834;5083.13629597432;3431.38478181515;1336.6006979251;1878.05078910207;-1.53736038134721;-213.354796021395;-7.13637892021798;213.474112925722;0.125273819091622;157.035400014138;"1";0;0;0;0;0;0;[0.687598634159908, 0.672028298998913, 0.602555053607228, 0.649882289296148, 0.697139580076267, 0.656167654217774, 0.619993586375076, 0.625175142085533, 0.621641980077036];[31.2, 30.4, 28.8, 30.4, 30.4, 29.6, 30.4, 29.6, 26.4];[65.6, 64, 62.4, 68.8, 62.4, 64, 62.4, 62.4, 62.4];2.99809998250566;"1";0;0;0;0;0;0;0;0;0;7.86630000220612;"1";1;31942;31942;81771.52;81771.52;-4.56809832371314;5.6;2827.82623505103;-2139.93012334857;-261.732754349549;19.7751999949105;"FM";"1";0;0;0;0;0;47.2517999878619;"FM";"1";0;0;0;0;0;0;39.2888999776915
HE_13_6_L;"1";1;2993085;2993085;7662297.6;7662297.6;-1.55978952940699;"1";0;1258.32738891172;1885.40348741379;0.230455440580921;4029.21604141158;1987.29177697271;1390.73901725128;1889.50882979125;0.193442509377827;5081.07987465306;3430.06600148625;1324.5332030815;1887.45615860252;-1.539801861005;-211.858605343286;-6.56854780393951;211.960407808286;0.0370129312030942;196.88989999122;"1";0;0;0;0;0;0;[0.621828768461381, 0.608737692695423, 0.609974076647773, 0.647195797570946, 0.64217321896496, 0.609659588108008, 0.625902746723049, 0.593656694094727, 0.611875728035681];[25.6, 25.6, 27.2, 25.6, 25.6, 25.6, 26.4, 25.6, 26.4];[62.4, 62.4, 65.6, 65.6, 65.6, 62.4, 62.4, 62.4, 62.4];4.72460000310093;"1";0;0;0;0;0;0;0;0;0;1.94040001952089;"1";1;31486;31486;80604.16;80604.16;-4.84280118301158;5.6;2849.81581655339;-2107.11467954011;-277.472068807526;5.41220000013709;"FM";"1";0;0;0;0;0;47.9485999967437;"FM";"1";0;0;0;0;0;0;77.3658000107389
HE_14_5_L;"1";1;2995241;2995241;7667816.96;7667816.96;-1.41191331357332;"1";0;1266.9171082858;1888.968948037;0.367094957223757;4029.69328412841;1987.63768119881;1400.60928640884;1892.80004910029;0.342541725675319;5081.33912516414;3431.83145307014;1333.76319734732;1890.88449856865;-1.54214803213392;-213.907484996867;-6.12976170126203;213.995294612287;0.0245532315484386;203.306899988092;"1";0;0;0;0;0;0;[0.622658144827423, 0.617421152091395, 0.623332338359646, 0.640084071689457, 0.64931258414232, 0.678902228546067, 0.669633750808277, 0.643287332250997, 0.679836549330491];[31.2, 31.2, 30.4, 31.2, 29.6, 31.2, 31.2, 29.6, 30.4];[65.6, 64, 65.6, 64, 64, 67.2, 65.6, 60.8, 62.4];3.31329999607988;"1";0;0;0;0;0;0;0;0;0;3.13729999470524;"1";1;32299;32299;82685.44;82685.44;-4.82063271453795;5.6;2861.68958791294;-2144.33873494535;-276.201909125718;19.7266000031959;"FM";"1";0;0;0;0;0;35.4342000209726;"FM";"1";0;0;0;0;0;0;38.6533999990206
